User_ID,Age,Gender,Device,Layout_Group,Time_Spent_Seconds,Converted,Purchase_Amount
119,50,Other,Desktop,Control,592,0,0.0
120,40,Female,Mobile,Test,321,0,0.0
121,41,Female,Mobile,Control,250,0,0.0
122,54,Male,Desktop,Control,454,0,0.0
123,52,Male,Mobile,Test,307,0,0.0
124,61,Male,Desktop,Test,45,0,0.0
125,57,Female,Tablet,Test,93,1,72.99
126,39,Other,Tablet,Control,461,0,0.0
127,44,Male,Mobile,Control,394,0,0.0
128,52,Male,Mobile,Control,181,0,0.0
129,18,Female,Tablet,Test,385,0,0.0
130,52,Male,Desktop,Test,371,0,0.0
131,54,Other,Mobile,Control,568,1,72.16
132,64,Other,Tablet,Test,150,0,0.0
133,31,Male,Desktop,Test,127,0,0.0
134,20,Male,Mobile,Test,286,0,0.0
135,18,Female,Mobile,Control,229,0,0.0
136,22,Other,Mobile,Test,35,0,0.0
137,43,Other,Mobile,Test,530,0,0.0
138,31,Male,Mobile,Control,19,0,0.0
139,56,Female,Desktop,Control,387,0,0.0
140,44,Other,Mobile,Test,593,0,0.0
141,26,Other,Mobile,Test,161,1,86.9
142,32,Female,Mobile,Control,58,0,0.0
143,32,Female,Mobile,Control,163,0,0.0
144,43,Other,Tablet,Test,302,0,0.0
145,59,Other,Mobile,Test,589,0,0.0
146,30,Female,Mobile,Test,59,1,48.77
147,49,Other,Desktop,Test,540,0,0.0
148,56,Male,Mobile,Control,69,0,0.0
149,49,Male,Mobile,Test,176,1,94.57
150,21,Female,Mobile,Test,211,0,0.0
151,47,Female,Mobile,Control,155,1,35.06
152,54,Female,Mobile,Test,448,0,0.0
153,40,Male,Mobile,Control,251,0,0.0
154,56,Other,Mobile,Test,590,0,0.0
155,62,Male,Tablet,Test,570,0,0.0
156,32,Other,Mobile,Control,492,1,75.49
157,60,Male,Mobile,Control,117,0,0.0
158,46,Other,Desktop,Test,235,0,0.0
159,53,Male,Mobile,Test,441,0,0.0
160,30,Female,Desktop,Test,428,0,0.0
161,49,Male,Mobile,Control,464,0,0.0
162,24,Other,Tablet,Test,169,1,91.9
163,39,Male,Mobile,Control,532,0,0.0
164,45,Male,Mobile,Control,599,0,0.0
165,19,Male,Mobile,Test,86,0,0.0
166,59,Female,Tablet,Control,518,0,0.0
167,62,Male,Mobile,Test,450,0,0.0
168,23,Female,Mobile,Test,263,0,0.0
169,45,Female,Mobile,Test,329,1,58.64
170,45,Male,Desktop,Test,272,0,0.0
171,61,Male,Mobile,Test,563,0,0.0
172,61,Male,Desktop,Control,383,0,0.0
173,37,Other,Mobile,Control,176,1,53.84
174,47,Male,Mobile,Test,468,0,0.0
175,28,Female,Mobile,Test,289,0,0.0
176,45,Male,Mobile,Control,311,0,0.0
177,42,Other,Mobile,Control,540,0,0.0
178,56,Male,Mobile,Control,589,0,0.0
179,50,Other,Desktop,Control,227,0,0.0
180,18,Other,Mobile,Test,111,0,0.0
181,44,Male,Mobile,Test,563,0,0.0
182,30,Female,Mobile,Control,297,1,43.41
183,58,Other,Mobile,Test,176,0,0.0
184,20,Male,Mobile,Control,45,0,0.0
185,56,Male,Mobile,Test,362,0,0.0
186,23,Female,Mobile,Control,82,0,0.0
187,25,Other,Desktop,Test,362,0,0.0
188,44,Other,Tablet,Control,79,0,0.0
189,26,Male,Mobile,Control,434,0,0.0
190,54,Male,Mobile,Test,570,0,0.0
191,50,Female,Desktop,Control,526,0,0.0
192,59,Female,Mobile,Test,437,0,0.0
193,61,Other,Mobile,Test,548,0,0.0
194,41,Other,Mobile,Control,169,0,0.0
195,32,Male,Desktop,Test,158,0,0.0
196,49,Other,Desktop,Test,239,0,0.0
197,49,Female,Mobile,Test,571,0,0.0
198,41,Female,Mobile,Test,76,0,0.0
199,58,Male,Mobile,Test,390,0,0.0
200,29,Female,Desktop,Control,67,0,0.0
201,56,Female,Mobile,Test,268,0,0.0
202,19,Female,Mobile,Test,351,1,71.78
203,20,Female,Desktop,Test,139,1,70.38
204,54,Male,Mobile,Test,181,1,86.69
205,34,Male,Desktop,Test,218,0,0.0
206,19,Other,Mobile,Control,363,0,0.0
207,19,Female,Mobile,Test,480,1,94.65
208,45,Other,Mobile,Control,125,0,0.0
209,40,Male,Desktop,Control,273,0,0.0
210,54,Male,Desktop,Control,451,0,0.0
211,49,Male,Desktop,Control,557,0,0.0
212,50,Male,Mobile,Test,462,1,95.94
213,18,Male,Desktop,Control,486,0,0.0
214,36,Male,Mobile,Control,296,0,0.0
215,19,Male,Mobile,Test,312,0,0.0
216,61,Female,Desktop,Test,320,0,0.0
217,43,Other,Mobile,Test,217,0,0.0
218,49,Male,Mobile,Control,455,0,0.0
219,23,Female,Mobile,Test,64,0,0.0
220,49,Female,Mobile,Test,21,1,66.57
221,21,Other,Mobile,Control,409,0,0.0
222,28,Male,Mobile,Test,524,0,0.0
223,34,Other,Mobile,Test,551,0,0.0
224,55,Male,Desktop,Test,246,0,0.0
225,41,Female,Desktop,Test,288,0,0.0
226,22,Female,Mobile,Control,357,0,0.0
227,51,Female,Mobile,Test,113,0,0.0
228,23,Female,Mobile,Test,526,0,0.0
229,39,Other,Mobile,Control,257,1,56.86
230,28,Male,Mobile,Test,373,0,0.0
231,33,Male,Desktop,Control,330,0,0.0
232,50,Other,Mobile,Test,295,0,0.0
233,26,Male,Mobile,Control,158,0,0.0
234,23,Female,Mobile,Control,93,0,0.0
235,33,Male,Mobile,Control,415,1,34.75
236,46,Female,Tablet,Control,465,1,47.91
237,20,Other,Desktop,Test,170,0,0.0
238,37,Male,Mobile,Control,469,1,74.47
239,53,Other,Desktop,Test,559,0,0.0
240,36,Male,Mobile,Control,509,0,0.0
241,43,Female,Desktop,Control,518,0,0.0
242,20,Other,Desktop,Control,490,1,84.23
243,36,Male,Mobile,Test,123,0,0.0
244,37,Female,Mobile,Control,587,0,0.0
245,49,Other,Mobile,Test,370,0,0.0
246,24,Other,Mobile,Test,350,0,0.0
247,58,Male,Desktop,Test,458,0,0.0
248,50,Male,Mobile,Test,189,1,56.48
249,57,Male,Mobile,Test,416,0,0.0
250,56,Female,Desktop,Test,205,0,0.0
251,35,Male,Tablet,Test,475,1,66.11
252,57,Other,Mobile,Test,320,0,0.0
253,18,Other,Mobile,Test,271,1,74.6
254,28,Male,Mobile,Control,428,0,0.0
255,45,Male,Mobile,Control,415,0,0.0
256,42,Other,Tablet,Control,152,0,0.0
257,40,Female,Mobile,Control,351,1,64.2
258,48,Male,Mobile,Control,325,0,0.0
259,47,Male,Mobile,Test,110,0,0.0
260,59,Other,Mobile,Test,253,0,0.0
261,52,Male,Desktop,Test,499,0,0.0
262,24,Female,Desktop,Test,21,0,0.0
263,33,Other,Mobile,Test,248,0,0.0
264,43,Male,Mobile,Test,570,1,62.86
265,19,Other,Mobile,Test,51,0,0.0
266,18,Male,Tablet,Control,438,0,0.0
267,29,Male,Desktop,Control,167,0,0.0
268,22,Male,Mobile,Control,225,1,66.36
269,54,Female,Desktop,Control,471,0,0.0
270,49,Female,Desktop,Test,143,0,0.0
271,26,Other,Mobile,Test,76,0,0.0
272,58,Male,Tablet,Test,16,0,0.0
273,52,Male,Mobile,Control,535,0,0.0
274,36,Female,Mobile,Test,82,0,0.0
275,33,Male,Mobile,Test,408,0,0.0
276,20,Female,Mobile,Test,414,0,0.0
277,37,Male,Mobile,Control,587,0,0.0
278,41,Other,Desktop,Test,139,0,0.0
279,50,Male,Mobile,Control,475,0,0.0
280,41,Male,Desktop,Control,215,0,0.0
281,28,Female,Mobile,Control,275,0,0.0
282,25,Male,Mobile,Control,546,0,0.0
283,53,Male,Mobile,Test,262,0,0.0
284,55,Female,Mobile,Control,298,0,0.0
285,57,Other,Desktop,Control,173,0,0.0
286,37,Other,Mobile,Test,104,0,0.0
287,52,Female,Mobile,Test,119,0,0.0
288,42,Female,Mobile,Control,345,0,0.0
289,52,Female,Desktop,Test,247,0,0.0
290,42,Female,Tablet,Control,390,0,0.0
291,46,Female,Desktop,Control,445,0,0.0
292,35,Other,Mobile,Control,492,0,0.0
293,63,Other,Mobile,Control,34,0,0.0
294,35,Female,Mobile,Test,126,1,67.89
295,19,Male,Mobile,Control,491,0,0.0
296,52,Female,Mobile,Test,401,0,0.0
297,33,Male,Mobile,Test,546,0,0.0
298,58,Female,Mobile,Test,88,0,0.0
299,53,Female,Mobile,Test,589,0,0.0
300,50,Other,Desktop,Control,182,0,0.0
301,21,Male,Mobile,Test,21,0,0.0
302,50,Male,Mobile,Control,137,1,59.78
303,31,Other,Desktop,Test,101,0,0.0
304,38,Other,Mobile,Test,552,0,0.0
305,37,Other,Desktop,Control,541,0,0.0
306,25,Other,Mobile,Control,456,0,0.0
307,24,Male,Mobile,Control,399,0,0.0
308,20,Male,Desktop,Test,52,0,0.0
309,34,Female,Desktop,Test,263,0,0.0
310,50,Female,Desktop,Control,139,0,0.0
311,29,Other,Mobile,Control,69,0,0.0
312,39,Other,Mobile,Control,476,0,0.0
313,39,Other,Mobile,Control,296,0,0.0
314,63,Female,Mobile,Test,526,1,83.19
315,47,Female,Tablet,Control,476,1,60.1
316,55,Female,Mobile,Control,354,0,0.0
317,55,Female,Tablet,Control,391,0,0.0
318,62,Female,Mobile,Control,262,0,0.0
319,25,Female,Mobile,Test,65,0,0.0
320,44,Female,Mobile,Control,472,1,53.45
321,44,Other,Desktop,Test,466,0,0.0
322,51,Other,Desktop,Control,92,0,0.0
323,38,Other,Desktop,Control,108,0,0.0
324,47,Other,Desktop,Test,158,0,0.0
325,50,Female,Desktop,Control,338,0,0.0
326,45,Male,Desktop,Test,165,1,73.36
327,64,Female,Mobile,Test,199,0,0.0
328,50,Male,Mobile,Control,503,0,0.0
329,22,Other,Mobile,Test,272,1,73.67
330,36,Female,Tablet,Test,89,0,0.0
331,21,Other,Tablet,Test,409,0,0.0
332,52,Female,Mobile,Test,269,0,0.0
333,34,Other,Desktop,Test,561,0,0.0
334,61,Male,Tablet,Test,110,1,69.45
335,45,Male,Mobile,Test,368,0,0.0
336,47,Male,Mobile,Test,389,1,71.12
337,46,Female,Tablet,Control,230,0,0.0
338,63,Male,Mobile,Control,429,1,83.98
339,23,Female,Desktop,Test,133,0,0.0
340,52,Male,Mobile,Control,431,0,0.0
341,58,Male,Tablet,Test,240,0,0.0
342,54,Female,Tablet,Test,72,1,83.41
343,41,Female,Tablet,Control,494,0,0.0
344,46,Male,Mobile,Test,583,0,0.0
345,63,Female,Desktop,Test,492,0,0.0
346,48,Male,Desktop,Test,528,0,0.0
347,52,Female,Mobile,Test,164,1,70.57
348,50,Other,Desktop,Control,101,0,0.0
349,38,Other,Mobile,Test,535,0,0.0
350,49,Other,Mobile,Test,464,0,0.0
351,40,Other,Mobile,Test,519,0,0.0
352,50,Other,Mobile,Control,192,0,0.0
353,20,Male,Mobile,Test,395,0,0.0
354,35,Other,Desktop,Control,583,0,0.0
355,42,Other,Mobile,Control,414,0,0.0
356,59,Other,Desktop,Test,255,0,0.0
357,48,Other,Mobile,Test,480,0,0.0
358,20,Female,Mobile,Control,432,0,0.0
359,57,Male,Mobile,Test,74,0,0.0
360,63,Other,Desktop,Control,22,0,0.0
361,41,Other,Mobile,Control,222,1,70.45
362,49,Other,Desktop,Test,251,1,69.99
363,64,Male,Desktop,Test,502,0,0.0
364,39,Female,Desktop,Control,222,0,0.0
365,40,Male,Mobile,Control,347,1,77.6
366,19,Female,Mobile,Control,182,0,0.0
367,44,Other,Desktop,Control,173,0,0.0
368,59,Other,Mobile,Test,474,0,0.0
369,19,Male,Desktop,Test,506,0,0.0
370,43,Male,Mobile,Test,404,0,0.0
371,34,Female,Tablet,Test,317,0,0.0
372,57,Female,Desktop,Test,192,1,80.54
373,50,Male,Tablet,Control,519,1,58.39
374,26,Female,Mobile,Test,555,0,0.0
375,60,Male,Desktop,Test,573,0,0.0
376,56,Female,Mobile,Test,236,0,0.0
377,46,Male,Mobile,Test,445,0,0.0
378,59,Male,Desktop,Test,431,0,0.0
379,43,Male,Desktop,Control,563,0,0.0
380,52,Female,Tablet,Control,30,1,66.72
381,42,Female,Desktop,Control,563,0,0.0
382,41,Female,Mobile,Test,406,0,0.0
383,30,Male,Mobile,Control,114,1,36.44
384,24,Female,Desktop,Control,201,0,0.0
385,53,Female,Mobile,Test,26,0,0.0
386,62,Male,Mobile,Test,129,0,0.0
387,37,Other,Mobile,Test,402,0,0.0
388,18,Male,Mobile,Control,434,0,0.0
389,25,Female,Mobile,Control,138,0,0.0
390,63,Male,Mobile,Test,139,0,0.0
391,33,Other,Mobile,Test,581,1,58.1
392,31,Male,Mobile,Control,569,0,0.0
393,29,Female,Tablet,Control,38,0,0.0
394,40,Other,Mobile,Test,106,0,0.0
395,32,Female,Mobile,Test,19,0,0.0
396,45,Other,Desktop,Control,251,0,0.0
397,51,Other,Mobile,Test,241,0,0.0
398,19,Male,Tablet,Control,293,0,0.0
399,49,Male,Desktop,Control,209,0,0.0
400,40,Female,Mobile,Control,88,0,0.0
401,39,Male,Mobile,Control,182,0,0.0
402,42,Male,Desktop,Test,476,0,0.0
403,39,Other,Tablet,Test,590,1,57.09
404,39,Male,Mobile,Control,425,0,0.0
405,59,Other,Desktop,Control,458,0,0.0
406,23,Other,Mobile,Control,96,0,0.0
407,32,Other,Tablet,Control,110,0,0.0
408,60,Female,Mobile,Control,17,0,0.0
409,54,Female,Tablet,Test,209,0,0.0
410,50,Female,Desktop,Test,514,0,0.0
411,25,Other,Desktop,Test,96,0,0.0
412,61,Female,Mobile,Test,52,0,0.0
413,61,Female,Mobile,Control,394,0,0.0
414,22,Male,Mobile,Control,444,0,0.0
415,56,Female,Mobile,Control,417,1,62.14
416,21,Female,Mobile,Control,492,0,0.0
417,23,Other,Desktop,Control,26,0,0.0
418,62,Other,Mobile,Test,157,0,0.0
419,49,Other,Mobile,Control,286,0,0.0
420,47,Other,Tablet,Test,241,0,0.0
421,64,Other,Desktop,Test,375,0,0.0
422,52,Other,Tablet,Test,237,0,0.0
423,57,Female,Tablet,Test,445,0,0.0
424,33,Other,Mobile,Control,408,0,0.0
425,30,Other,Mobile,Test,220,0,0.0
426,59,Male,Desktop,Test,400,0,0.0
427,47,Female,Desktop,Test,508,0,0.0
428,36,Female,Mobile,Control,549,0,0.0
429,34,Female,Desktop,Control,572,0,0.0
430,36,Other,Mobile,Control,500,0,0.0
431,45,Other,Mobile,Test,451,0,0.0
432,43,Other,Mobile,Test,270,0,0.0
433,54,Male,Mobile,Control,359,1,85.99
434,43,Other,Mobile,Test,361,0,0.0
435,40,Male,Mobile,Control,529,0,0.0
436,26,Female,Desktop,Control,329,0,0.0
437,29,Other,Mobile,Test,147,0,0.0
438,18,Male,Mobile,Test,559,0,0.0
439,18,Male,Desktop,Test,377,0,0.0
440,64,Other,Tablet,Test,229,1,108.47
441,51,Female,Desktop,Control,346,0,0.0
442,49,Female,Desktop,Control,232,0,0.0
443,42,Female,Desktop,Control,369,1,69.57
444,57,Male,Mobile,Control,338,0,0.0
445,62,Male,Mobile,Control,472,0,0.0
446,18,Male,Mobile,Test,570,0,0.0
447,33,Male,Mobile,Control,391,0,0.0
448,56,Female,Mobile,Control,599,0,0.0
449,22,Other,Desktop,Control,178,1,67.51
450,39,Male,Mobile,Test,226,0,0.0
451,46,Male,Mobile,Test,387,0,0.0
452,20,Female,Mobile,Test,128,0,0.0
453,29,Other,Desktop,Test,199,0,0.0
454,43,Other,Mobile,Control,379,1,32.98
455,33,Female,Desktop,Control,158,0,0.0
456,54,Female,Mobile,Test,497,0,0.0
457,39,Other,Mobile,Test,383,0,0.0
458,46,Male,Mobile,Control,169,0,0.0
459,31,Other,Desktop,Control,360,0,0.0
460,45,Female,Mobile,Test,297,0,0.0
461,22,Male,Desktop,Test,297,0,0.0
462,64,Male,Mobile,Test,235,0,0.0
463,47,Female,Mobile,Test,532,0,0.0
464,63,Female,Desktop,Control,531,0,0.0
465,22,Female,Desktop,Control,282,0,0.0
466,29,Other,Desktop,Control,411,0,0.0
467,33,Other,Desktop,Test,192,0,0.0
468,43,Male,Desktop,Test,497,0,0.0
469,43,Female,Desktop,Control,133,0,0.0
470,38,Male,Desktop,Control,423,0,0.0
471,56,Male,Desktop,Control,181,0,0.0
472,53,Male,Desktop,Control,297,0,0.0
473,50,Male,Desktop,Test,444,1,66.86
474,47,Female,Desktop,Control,122,0,0.0
475,54,Male,Mobile,Control,131,0,0.0
476,40,Female,Desktop,Control,553,0,0.0
477,27,Female,Desktop,Control,231,0,0.0
478,22,Other,Mobile,Control,48,0,0.0
479,53,Female,Desktop,Control,506,0,0.0
480,51,Other,Mobile,Control,242,1,48.18
481,48,Female,Mobile,Test,539,0,0.0
482,27,Female,Desktop,Test,158,1,65.69
483,36,Female,Mobile,Test,406,0,0.0
484,49,Other,Desktop,Test,311,0,0.0
485,18,Other,Desktop,Control,369,1,57.48
486,22,Male,Mobile,Test,247,0,0.0
487,62,Other,Mobile,Test,245,0,0.0
488,21,Other,Mobile,Control,212,0,0.0
489,33,Other,Desktop,Control,265,0,0.0
490,41,Other,Tablet,Test,244,0,0.0
491,33,Male,Desktop,Test,354,0,0.0
492,19,Other,Mobile,Control,543,0,0.0
493,45,Female,Desktop,Test,475,0,0.0
494,49,Female,Mobile,Control,550,0,0.0
495,44,Other,Desktop,Control,222,0,0.0
496,37,Other,Mobile,Control,472,0,0.0
497,41,Female,Desktop,Control,445,0,0.0
498,29,Female,Mobile,Test,292,0,0.0
499,52,Male,Tablet,Control,571,0,0.0
500,50,Female,Mobile,Control,472,0,0.0
